iter	Passed	Remaining
401	7979	11870
402	8007	11861
403	8035	11853
404	8061	11843
405	8089	11835
406	8119	11830
407	8147	11821
408	8176	11815
409	8204	11807
410	8234	11800
411	8259	11788
412	8282	11772
413	8302	11751
414	8323	11733
415	8348	11720
416	8378	11713
417	8405	11703
418	8432	11692
419	8461	11685
420	8490	11677
421	8515	11663
422	8538	11646
423	8559	11628
424	8583	11613
425	8606	11596
426	8633	11585
427	8656	11569
428	8679	11552
429	8706	11540
430	8725	11519
431	8744	11497
432	8768	11482
433	8795	11471
434	8823	11460
435	8847	11444
436	8866	11422
437	8886	11402
438	8903	11378
439	8920	11352
440	8938	11330
441	8958	11309
442	8974	11284
443	8993	11262
444	9010	11237
445	9025	11210
446	9039	11183
447	9055	11157
448	9071	11131
449	9085	11104
450	9101	11079
451	9118	11055
452	9135	11031
453	9152	11007
454	9170	10984
455	9186	10959
456	9202	10934
457	9217	10908
458	9233	10882
459	9248	10856
460	9265	10832
461	9281	10808
462	9297	10783
463	9315	10761
464	9331	10736
465	9351	10715
466	9368	10692
467	9385	10668
468	9401	10644
469	9419	10622
470	9435	10597
471	9452	10574
472	9468	10549
473	9487	10528
474	9503	10504
475	9525	10485
476	9544	10464
477	9568	10449
478	9586	10426
479	9604	10404
480	9626	10386
481	9646	10367
482	9666	10346
483	9686	10326
484	9703	10303
485	9719	10279
486	9733	10253
487	9751	10231
488	9771	10211
489	9789	10188
490	9809	10169
491	9828	10147
492	9846	10126
493	9864	10103
494	9882	10082
495	9901	10061
496	9918	10037
497	9936	10016
498	9957	9997
499	9976	9976
500	9997	9957
501	10016	9936
502	10036	9916
503	10055	9895
504	10074	9875
505	10090	9851
506	10111	9832
507	10127	9808
508	10144	9785
509	10162	9764
510	10177	9739
511	10192	9714
512	10208	9690
513	10224	9667
514	10240	9643
515	10257	9621
516	10274	9599
517	10290	9575
518	10311	9556
519	10331	9536
520	10353	9518
521	10373	9498
522	10390	9476
523	10410	9457
524	10427	9434
525	10444	9411
526	10460	9388
527	10476	9365
528	10491	9341
529	10511	9321
530	10534	9304
531	10556	9286
532	10576	9266
533	10592	9243
534	10615	9226
535	10635	9206
536	10656	9187
537	10672	9164
538	10686	9140
539	10701	9116
540	10716	9092
541	10733	9069
542	10750	9047
543	10771	9028
544	10785	9004
545	10804	8983
546	10824	8964
547	10845	8945
548	10864	8924
549	10883	8904
550	10903	8885
551	10919	8861
552	10941	8843
553	10960	8824
554	10978	8802
555	10995	8780
556	11011	8757
557	11028	8735
558	11043	8712
559	11059	8689
560	11074	8666
561	11088	8642
562	11109	8622
563	11123	8599
564	11142	8578
565	11164	8560
566	11182	8539
567	11200	8518
568	11221	8500
569	11239	8478
570	11254	8455
571	11273	8435
572	11291	8414
573	11308	8392
574	11329	8374
575	11347	8353
576	11362	8329
577	11376	8305
578	11391	8282
579	11408	8261
580	11429	8242
581	11445	8220
582	11461	8198
583	11476	8175
584	11493	8153
585	11509	8131
586	11524	8108
587	11543	8088
588	11564	8069
589	11584	8050
590	11606	8032
591	11628	8014
592	11654	7998
593	11672	7978
594	11691	7957
595	11708	7936
596	11727	7916
597	11752	7900
598	11774	7882
599	11790	7860
600	11805	7837
601	11821	7815
602	11837	7793
603	11852	7770
604	11868	7749
605	11884	7727
606	11904	7707
607	11922	7686
608	11942	7667
609	11963	7648
610	11979	7626
611	11999	7607
612	12015	7585
613	12033	7564
614	12054	7546
615	12073	7526
616	12094	7507
617	12118	7490
618	12144	7475
619	12169	7458
620	12185	7437
621	12201	7415
622	12216	7392
623	12233	7371
624	12248	7349
625	12268	7329
626	12284	7308
627	12301	7286
628	12323	7268
629	12342	7248
630	12357	7226
631	12373	7205
632	12392	7184
633	12408	7163
634	12427	7143
635	12446	7123
636	12463	7102
637	12479	7080
638	12502	7063
639	12520	7042
640	12538	7022
641	12555	7001
642	12572	6980
643	12587	6958
644	12606	6938
645	12626	6919
646	12644	6898
647	12660	6877
648	12675	6855
649	12691	6833
650	12707	6812
651	12726	6792
652	12751	6776
653	12766	6754
654	12781	6732
655	12797	6710
656	12819	6692
657	12848	6678
658	12875	6662
659	12904	6647
660	12932	6632
661	12959	6616
662	12983	6599
663	13008	6582
664	13033	6565
665	13056	6547
666	13073	6526
667	13088	6505
668	13110	6486
669	13135	6469
670	13153	6449
671	13171	6428
672	13193	6410
673	13209	6389
674	13227	6369
675	13245	6348
676	13263	6328
677	13280	6307
678	13300	6287
679	13320	6268
680	13337	6247
681	13354	6227
682	13372	6206
683	13390	6186
684	13408	6165
685	13424	6144
686	13445	6125
687	13463	6105
688	13486	6087
689	13502	6066
690	13519	6045
691	13538	6025
692	13565	6009
693	13587	5990
694	13607	5971
695	13628	5952
696	13645	5931
697	13662	5911
698	13680	5890
699	13696	5869
700	13711	5848
701	13728	5827
702	13744	5806
703	13762	5786
704	13781	5766
705	13801	5747
706	13821	5727
707	13838	5707
708	13856	5687
709	13875	5667
710	13894	5647
711	13915	5628
712	13936	5609
713	13954	5589
714	13977	5571
715	13994	5550
716	14011	5530
717	14033	5511
718	14060	5495
719	14084	5477
720	14102	5457
721	14130	5440
722	14147	5420
723	14164	5399
724	14183	5380
725	14202	5360
726	14227	5342
727	14246	5322
728	14269	5304
729	14288	5284
730	14313	5267
731	14341	5250
732	14369	5234
733	14389	5214
734	14409	5195
735	14428	5175
736	14447	5155
737	14463	5134
738	14490	5117
739	14510	5098
740	14531	5079
741	14551	5059
742	14572	5040
743	14590	5020
744	14616	5002
745	14638	4984
746	14656	4964
747	14677	4944
748	14697	4925
749	14719	4906
750	14737	4886
751	14757	4866
752	14779	4848
753	14798	4828
754	14820	4809
755	14841	4790
756	14859	4770
757	14880	4750
758	14899	4730
759	14919	4711
760	14940	4692
761	14957	4671
762	14976	4651
763	14996	4632
764	15018	4613
765	15036	4593
766	15053	4573
767	15071	4552
768	15093	4533
769	15117	4515
770	15135	4495
771	15154	4475
772	15172	4455
773	15190	4435
774	15211	4416
775	15235	4397
776	15259	4379
777	15285	4361
778	15313	4344
779	15333	4324
780	15358	4306
781	15378	4287
782	15398	4267
783	15421	4248
784	15442	4229
785	15463	4210
786	15483	4190
787	15506	4171
788	15529	4153
789	15551	4133
790	15578	4116
791	15600	4097
792	15618	4076
793	15638	4057
794	15656	4037
795	15672	4016
796	15689	3996
797	15707	3976
798	15724	3955
799	15738	3934
800	15754	3914
801	15769	3893
802	15784	3872
803	15801	3852
804	15824	3833
805	15841	3812
806	15857	3792
807	15874	3772
808	15890	3751
809	15910	3732
810	15927	3711
811	15943	3691
812	15964	3671
813	15982	3652
814	16000	3631
815	16017	3611
816	16033	3591
817	16053	3571
818	16073	3552
819	16095	3533
820	16114	3513
821	16137	3494
822	16162	3476
823	16184	3456
824	16201	3436
825	16220	3416
826	16239	3397
827	16255	3376
828	16272	3356
829	16290	3336
830	16312	3317
831	16338	3299
832	16360	3280
833	16378	3260
834	16398	3240
835	16417	3220
836	16433	3200
837	16453	3180
838	16482	3162
839	16501	3143
840	16523	3123
841	16542	3104
842	16561	3084
843	16585	3065
844	16602	3045
845	16628	3026
846	16654	3008
847	16671	2988
848	16690	2968
849	16712	2949
850	16732	2929
851	16752	2909
852	16776	2891
853	16797	2871
854	16814	2851
855	16833	2831
856	16861	2813
857	16885	2794
858	16905	2774
859	16928	2755
860	16947	2735
861	16966	2716
862	16985	2696
863	17001	2676
864	17024	2656
865	17048	2637
866	17070	2618
867	17093	2599
868	17113	2579
869	17130	2559
870	17147	2539
871	17172	2520
872	17194	2501
873	17220	2482
874	17248	2464
875	17275	2445
876	17298	2426
877	17323	2407
878	17348	2388
879	17380	2370
880	17405	2350
881	17429	2331
882	17451	2312
883	17477	2293
884	17503	2274
885	17525	2255
886	17546	2235
887	17566	2215
888	17584	2195
889	17598	2175
890	17618	2155
891	17638	2135
892	17657	2115
893	17677	2095
894	17692	2075
895	17713	2056
896	17731	2036
897	17747	2015
898	17774	1996
899	17792	1976
900	17817	1957
901	17833	1937
902	17859	1918
903	17880	1898
904	17896	1878
905	17919	1859
906	17938	1839
907	17961	1819
908	17981	1800
909	17996	1779
910	18012	1759
911	18028	1739
912	18043	1719
913	18064	1699
914	18089	1680
915	18110	1660
916	18126	1640
917	18148	1621
918	18164	1600
919	18180	1580
920	18195	1560
921	18212	1540
922	18233	1521
923	18255	1501
924	18276	1481
925	18301	1462
926	18317	1442
927	18338	1422
928	18356	1402
929	18375	1383
930	18396	1363
931	18415	1343
932	18434	1323
933	18456	1304
934	18478	1284
935	18499	1264
936	18515	1244
937	18531	1224
938	18549	1205
939	18566	1185
940	18582	1165
941	18598	1145
942	18619	1125
943	18640	1105
944	18661	1086
945	18681	1066
946	18704	1046
947	18727	1027
948	18749	1007
949	18775	988
950	18791	968
951	18808	948
952	18830	928
953	18848	908
954	18869	889
955	18884	869
956	18903	849
957	18920	829
958	18936	809
959	18952	789
960	18978	770
961	18997	750
962	19013	730
963	19030	710
964	19054	691
965	19071	671
966	19088	651
967	19111	631
968	19136	612
969	19154	592
970	19169	572
971	19185	552
972	19201	532
973	19228	513
974	19250	493
975	19271	473
976	19292	454
977	19309	434
978	19325	414
979	19341	394
980	19360	374
981	19379	355
982	19400	335
983	19415	315
984	19431	295
985	19449	276
986	19466	256
987	19483	236
988	19498	216
989	19513	197
990	19528	177
991	19546	157
992	19564	137
993	19579	118
994	19595	98
995	19611	78
996	19626	59
997	19641	39
998	19656	19
999	19670	0
