iter	Logloss
236	0.3961051998
237	0.3960278446
238	0.395908272
239	0.3958126619
240	0.3957299539
241	0.395670086
242	0.3955150973
243	0.3953679096
244	0.3952409687
245	0.3951006054
246	0.3949944144
247	0.3949574683
248	0.3948868687
249	0.394796403
250	0.3947061219
251	0.3945952608
252	0.3944320173
253	0.3943123784
254	0.3942021968
255	0.3941108327
256	0.3939807668
257	0.3938352813
258	0.3937698387
259	0.3937238599
260	0.3935907107
261	0.3935249174
262	0.3933969842
263	0.3932775385
264	0.393205232
265	0.3931383753
266	0.3929315353
267	0.3927997952
268	0.392721523
269	0.3926026479
270	0.3925135268
271	0.3924893538
272	0.3924111267
273	0.3923331119
274	0.3922851643
275	0.3921770755
276	0.3920757346
277	0.3920282577
278	0.3918421022
279	0.3916956261
280	0.3915542608
281	0.3914086904
282	0.391320109
283	0.3911762184
284	0.3910898998
285	0.3909229873
286	0.390854612
287	0.3907897646
288	0.3906707067
289	0.3906397113
290	0.3905557961
291	0.3904436279
292	0.3903058649
293	0.390135668
294	0.3900613737
295	0.3899362974
296	0.3897922044
297	0.389761165
298	0.3896968935
299	0.3895902704
300	0.3894179033
301	0.3893743831
302	0.3892443712
303	0.3891507837
304	0.3890850344
305	0.3890687635
306	0.3889945659
307	0.3888604099
308	0.3887747149
309	0.3886187726
310	0.3884983682
311	0.3884187479
312	0.3883207735
313	0.3882313535
314	0.3880834315
315	0.3879864625
316	0.3879008536
317	0.3877350231
318	0.3875783422
319	0.3875074365
320	0.3874520438
321	0.3873545055
322	0.3872790192
323	0.3871570806
324	0.3870349462
325	0.3869045569
326	0.3867204717
327	0.38661116
328	0.3865325695
329	0.386486626
330	0.3863750733
331	0.3862129733
332	0.3861740019
333	0.3860967375
334	0.3859049353
335	0.3858079582
336	0.3856448057
337	0.3855406198
338	0.3855156653
339	0.3854795559
340	0.3853770803
341	0.3853134266
342	0.3851612961
343	0.3850063259
344	0.3848889479
345	0.3847889699
346	0.3846543382
347	0.384499605
348	0.3843814608
349	0.3842041889
350	0.3840901044
351	0.3840025355
352	0.3839273841
353	0.3838101027
354	0.3836755762
355	0.3835693706
356	0.3834712053
357	0.3833325666
358	0.3831554782
359	0.3830574362
360	0.3829449965
361	0.38285092
362	0.3827078688
363	0.3826431476
364	0.3825826197
365	0.3824281506
366	0.3823090667
367	0.3822145514
368	0.3820636288
369	0.3819312098
370	0.3818004478
371	0.381708314
372	0.3816188141
373	0.3815395301
374	0.3813905385
375	0.3813139279
376	0.3812495605
377	0.3811010263
378	0.3809911896
379	0.380860649
380	0.3806689877
381	0.3805843044
382	0.3804450528
383	0.3802835239
384	0.380186779
385	0.3800658063
386	0.3799549141
387	0.3798707218
388	0.379668991
389	0.3795291705
390	0.3794367522
391	0.3793625938
392	0.3792752038
393	0.3791367191
394	0.3789609692
395	0.3788350393
396	0.3785628404
397	0.3784466283
398	0.3783670252
399	0.3782359124
400	0.3780579688
401	0.3778993617
402	0.3777995706
403	0.377714212
404	0.3775665124
405	0.3774542633
406	0.3773674772
407	0.3772910252
408	0.3771187239
409	0.3770294948
410	0.3768956392
411	0.3768486044
412	0.3767659961
413	0.3766276027
414	0.3765500031
415	0.3764205338
416	0.3763251319
417	0.3761883807
418	0.3760775598
419	0.3759605183
420	0.3757918975
421	0.375730849
422	0.3756482592
423	0.3755391556
424	0.3754126714
425	0.3753143796
426	0.3752244247
427	0.375145417
428	0.375044399
429	0.3748918258
430	0.3748100377
431	0.374685523
432	0.3745681283
433	0.3743557184
434	0.3742440045
435	0.3741045864
436	0.3739615198
437	0.3738839508
438	0.3737136565
439	0.373570243
440	0.3734893909
441	0.3734070238
442	0.3732650483
443	0.3731218185
444	0.3730840992
445	0.3729535668
446	0.3728802597
447	0.3727021002
448	0.3726959391
449	0.3726458395
450	0.3725283233
451	0.3724474171
452	0.3723115437
453	0.3721678767
454	0.3720561045
455	0.371976223
456	0.3718506003
457	0.3717492922
458	0.3716515082
459	0.3714638433
460	0.371314299
461	0.3712681993
462	0.3711765865
463	0.3710646497
464	0.3708800406
465	0.3707951571
466	0.3706731923
467	0.3705783251
468	0.3704055328
469	0.3702745269
470	0.3701264775
471	0.3700107056
472	0.3698924315
473	0.3698282838
474	0.3696991573
475	0.3695345665
476	0.3693458671
477	0.369228214
478	0.3691556142
479	0.3690523079
480	0.3689529329
481	0.3688634429
482	0.3687322528
483	0.3686957786
484	0.3685942409
485	0.3684554482
486	0.3684113872
487	0.3682979951
488	0.3681904424
489	0.3681538904
490	0.3680459042
491	0.367916977
492	0.3678402491
493	0.3677009808
494	0.367622818
495	0.3674604018
496	0.3674038045
497	0.3673135788
498	0.3672042371
499	0.3671196176
500	0.3670274871
501	0.3668774093
502	0.3667774384
503	0.3666689145
504	0.3665898184
505	0.3665813357
506	0.3664693661
507	0.3663848846
508	0.3663744607
509	0.3662705075
510	0.3661854111
511	0.3661068901
512	0.3659869983
513	0.3659060561
514	0.3658525648
515	0.3657159582
516	0.3656172871
517	0.365560525
518	0.3654212835
519	0.3653547602
520	0.3652981431
521	0.3652368771
522	0.3651309672
523	0.3650685393
524	0.3649979714
525	0.3648463029
526	0.3646989926
527	0.3646509326
528	0.3645712847
529	0.3644504738
530	0.3643415915
531	0.3642625159
532	0.3640787362
533	0.3639827839
534	0.3638565226
535	0.3637589052
536	0.3636157238
537	0.3634310671
538	0.3633273856
539	0.3632073225
540	0.3631213611
541	0.3630132875
542	0.3629618926
543	0.3628055073
544	0.3627171294
545	0.3627136058
546	0.3625940955
547	0.362487147
548	0.3623834069
549	0.3622032724
550	0.3620704108
551	0.3619898359
552	0.3618526302
553	0.3618432742
554	0.3618374045
555	0.3617236464
556	0.3616103362
557	0.3615276349
558	0.361418422
559	0.3612761897
560	0.3611358069
561	0.3611284051
562	0.3609389588
563	0.3608827566
564	0.3607178183
565	0.360706953
566	0.3607014708
567	0.3606279415
568	0.3605783939
569	0.3604964466
570	0.3604460872
571	0.3603681171
572	0.3602463384
573	0.3601221857
574	0.3600447286
575	0.3599971772
576	0.3599924537
577	0.3599452886
578	0.3598405344
579	0.3597170338
580	0.3596034169
581	0.3594805692
582	0.3594040487
583	0.3593627565
584	0.3592142999
585	0.3591027897
586	0.3590126977
587	0.3589078223
588	0.3587783255
589	0.3586453994
590	0.3585606501
591	0.3585048195
592	0.3584035341
593	0.3582761067
594	0.3581246532
595	0.3579926254
596	0.3579037961
597	0.3578640366
598	0.3577245686
599	0.3576220943
600	0.3575313715
601	0.3574318468
602	0.3573377638
603	0.3573301767
604	0.3572472893
605	0.3571823012
606	0.3571073492
607	0.3570082909
608	0.356931024
609	0.3568042652
610	0.3566342121
611	0.3565223685
612	0.3564096842
613	0.356327211
614	0.3562376565
615	0.3561670622
616	0.3561135505
617	0.3559683011
618	0.3558965107
619	0.3557424351
620	0.3556238587
621	0.3555447942
622	0.3554104072
623	0.3553459731
624	0.3552613173
625	0.3551726615
626	0.3551262426
627	0.3549789311
628	0.3548865603
629	0.3547804462
630	0.3546666561
631	0.3545444175
632	0.3544400066
633	0.3543865161
634	0.3543351078
635	0.3542396299
636	0.35410258
637	0.3540469886
638	0.354043077
639	0.3539565984
640	0.353840154
641	0.3537520081
642	0.3536643112
643	0.3536037681
644	0.3534346003
645	0.3533698551
646	0.3532746822
647	0.3532626524
648	0.3532039178
649	0.3530832359
650	0.3529321037
651	0.3528441685
652	0.352732588
653	0.3526368419
654	0.3525419343
655	0.3524288248
656	0.3523058818
657	0.3522501565
658	0.3522376824
659	0.3521063114
660	0.3519532276
661	0.3517934429
662	0.3516430953
663	0.3514998478
664	0.3514093479
665	0.3513941467
666	0.3513102799
667	0.3511939871
668	0.3510682061
669	0.3510113499
670	0.3508741105
671	0.3508696449
672	0.3507557224
673	0.3506459254
674	0.3505629031
675	0.3504704493
676	0.3503800286
677	0.3502347091
678	0.3501740236
679	0.3501405532
680	0.3500211421
681	0.3499598056
682	0.3498097853
683	0.349805372
684	0.3497265391
685	0.349678008
686	0.3496209761
687	0.3495336838
688	0.3494283732
689	0.3493441465
690	0.3492550058
691	0.3492342905
692	0.3490955999
693	0.3490302636
694	0.3489430899
695	0.3488416852
696	0.3487340218
697	0.3486498618
698	0.3485424211
699	0.3484644782
700	0.34832025
701	0.3482087479
702	0.3480864953
703	0.3479952907
704	0.3478912774
705	0.3478088063
706	0.3477584372
707	0.3476479514
708	0.3476425398
709	0.3474911893
710	0.3474066886
711	0.3473062876
712	0.3472143879
713	0.3471457371
714	0.3470024411
715	0.3468878814
716	0.3468107291
717	0.3467237279
718	0.3466283052
719	0.3465978063
720	0.3464422114
721	0.3463732558
722	0.3462640315
723	0.3461690572
724	0.3460731152
725	0.3460673152
726	0.3459889423
727	0.3458626289
728	0.3457440234
729	0.3456514122
730	0.3455564015
731	0.3454783269
732	0.3453921423
733	0.3452859661
734	0.3452447711
735	0.3452056816
736	0.3451791436
737	0.3451762221
738	0.3450791417
739	0.3450118933
740	0.3449786142
741	0.3448679816
742	0.3448353669
743	0.3447807496
744	0.3446793855
745	0.3446238767
746	0.3444847314
747	0.3444324191
748	0.3443804079
749	0.3443254296
750	0.3442082427
751	0.3440934423
752	0.3440038691
753	0.3439476084
754	0.3438188032
755	0.3436560449
756	0.3436147793
757	0.3435399102
758	0.3434414506
759	0.3434353225
760	0.3433532061
761	0.3432553368
762	0.3431332605
763	0.3430664944
764	0.3429133702
765	0.3428576486
766	0.3427582965
767	0.3426614968
768	0.3425399783
769	0.3424231049
770	0.3424192512
771	0.3423218242
772	0.3423109996
773	0.3422061138
774	0.3421377067
775	0.342135194
776	0.3420253605
777	0.3419508762
778	0.3418826083
779	0.3418748578
780	0.3417758899
781	0.3416603149
782	0.3415973097
783	0.3415242263
784	0.3414258069
785	0.3413383155
786	0.3413344532
787	0.3411896857
788	0.341121468
789	0.3410511233
790	0.3408982133
791	0.3407549288
792	0.340654941
793	0.3406078095
794	0.3405729703
795	0.3405347197
796	0.340420552
797	0.3403236175
798	0.3401686916
799	0.3400749318
800	0.3400360749
801	0.3399832694
802	0.3399646841
803	0.3398967769
804	0.3398010549
805	0.3397373923
806	0.3397288382
807	0.3396640486
808	0.3395070114
809	0.3394507778
810	0.3394364675
811	0.3392966984
812	0.3391721486
813	0.3390085936
814	0.3388754158
815	0.3388066181
816	0.3386763395
817	0.3386098059
818	0.338496696
819	0.3384243953
820	0.3383149061
821	0.3382531329
822	0.3381740169
823	0.3381316655
824	0.3380542638
825	0.3379568762
826	0.3378736505
827	0.3377536477
828	0.3376652359
829	0.3375186199
830	0.3374629373
831	0.3373787287
832	0.3373067759
833	0.337219629
834	0.3371456357
835	0.3370343024
836	0.3369455188
837	0.3368922027
838	0.3368378494
839	0.3367324772
840	0.3366357057
841	0.3365538725
842	0.3364514241
843	0.3363667039
844	0.3363403208
845	0.3362314226
846	0.3362292711
847	0.3362272324
848	0.3361304471
849	0.3359823353
850	0.3358761851
851	0.3358454515
852	0.3357516891
853	0.3356381211
854	0.3355225084
855	0.3354197896
856	0.3353225653
857	0.3352580649
858	0.3351354129
859	0.3350631303
860	0.3349712739
861	0.334928553
862	0.3348883996
863	0.3348045173
864	0.334708052
865	0.3345362946
866	0.3344493412
867	0.3343770522
868	0.3343348035
869	0.3342399196
870	0.3341193571
871	0.3340062728
872	0.3338931253
873	0.3338194935
874	0.3337473328
875	0.3336225269
876	0.333567216
877	0.3334790925
878	0.3333500089
879	0.3332809374
880	0.3331279593
881	0.3330420825
882	0.3329792877
883	0.3329142919
884	0.3328464694
885	0.3327827726
886	0.3326703751
887	0.3325905175
888	0.3325482944
889	0.3324464827
890	0.3323337854
891	0.3322406578
892	0.3321656498
893	0.3320741067
894	0.3320384696
895	0.3319956232
896	0.3319061446
897	0.3318370098
898	0.3317512119
899	0.3316235972
900	0.3315599435
901	0.3315297827
902	0.3314782032
903	0.3313746425
904	0.3313053967
905	0.3312364201
906	0.3311599899
907	0.3310867096
908	0.3310264788
909	0.3308959545
910	0.3307829384
911	0.3306749049
912	0.3305894672
913	0.3305187811
914	0.3304079524
915	0.3302783335
916	0.3302388321
917	0.3301246719
918	0.3300680578
919	0.3299565988
920	0.3298996555
921	0.3298191928
922	0.3297896733
923	0.3297192442
924	0.3296176238
925	0.3295356966
926	0.3294130452
927	0.3293034516
928	0.3292238157
929	0.3291603915
930	0.3290988149
931	0.3290742982
932	0.328987754
933	0.3289078687
934	0.3288433183
935	0.3287602079
936	0.3287235187
937	0.3286304072
938	0.3286086752
939	0.3285614926
940	0.3285203539
941	0.3284543339
942	0.3283597481
943	0.3282356476
944	0.3281460782
945	0.3280740524
946	0.3279369734
947	0.3277731591
948	0.3277426674
949	0.3276662048
950	0.327577018
951	0.3275091641
952	0.3274054892
953	0.3272922372
954	0.3271564872
955	0.3270617116
956	0.3269811511
957	0.3269559283
958	0.3268969491
959	0.3268122546
960	0.3267699521
961	0.3267010873
962	0.3266754145
963	0.3265926061
964	0.3265026649
965	0.3264216812
966	0.3263093268
967	0.3262059624
968	0.3261481116
969	0.326120359
970	0.3260570739
971	0.3259598902
972	0.3259185446
973	0.3258994286
974	0.3258332192
975	0.3257362805
976	0.3256685232
977	0.3256015052
978	0.3255056501
979	0.3254034081
980	0.3253238694
981	0.3252711897
982	0.3252479491
983	0.3251613605
984	0.3250421411
985	0.3249781064
986	0.3249059352
987	0.3248396668
988	0.3247989521
989	0.3246989153
990	0.3246136301
991	0.3245935853
992	0.3245390199
993	0.3244758564
994	0.3243988733
995	0.3243527786
996	0.3243061732
997	0.3242468401
998	0.3241791774
999	0.3241476875
