iter	Passed	Remaining
362	538	944
363	539	943
364	540	940
365	542	939
366	543	937
367	544	935
368	546	933
369	547	932
370	549	931
371	550	929
372	552	928
373	553	926
374	555	925
375	556	923
376	557	921
377	558	919
378	560	918
379	562	917
380	563	915
381	564	913
382	566	912
383	567	910
384	568	908
385	570	906
386	571	905
387	572	903
388	574	901
389	575	900
390	576	898
391	578	896
392	579	895
393	580	893
394	582	891
395	583	890
396	584	888
397	586	886
398	587	885
399	589	883
400	590	881
401	591	880
402	592	878
403	594	876
404	595	874
405	596	872
406	597	871
407	599	869
408	600	867
409	601	865
410	602	863
411	603	861
412	605	860
413	606	858
414	608	857
415	609	855
416	610	853
417	611	852
418	613	850
419	614	848
420	616	847
421	618	846
422	619	845
423	620	843
424	622	842
425	624	841
426	625	839
427	627	838
428	628	836
429	629	834
430	631	833
431	632	831
432	633	830
433	635	828
434	636	826
435	637	824
436	639	823
437	640	821
438	641	819
439	642	818
440	645	817
441	646	816
442	647	814
443	649	812
444	649	810
445	650	808
446	652	807
447	654	805
448	655	804
449	657	804
450	659	802
451	660	800
452	661	799
453	663	797
454	664	795
455	665	794
456	667	792
457	668	791
458	669	789
459	671	788
460	672	786
461	673	784
462	675	783
463	676	781
464	677	779
465	678	778
466	680	776
467	681	774
468	682	773
469	684	771
470	685	769
471	686	768
472	688	766
473	689	765
474	690	763
475	692	762
476	693	760
477	695	759
478	696	757
479	697	755
480	698	754
481	700	752
482	701	750
483	702	749
484	704	747
485	704	745
486	705	743
487	706	741
488	708	740
489	709	738
490	711	737
491	713	736
492	714	734
493	716	733
494	718	732
495	720	731
496	721	730
497	724	729
498	724	727
499	726	726
500	728	725
501	729	723
502	730	722
503	732	720
504	734	719
505	735	718
506	736	716
507	738	714
508	739	713
509	740	711
510	742	710
511	744	709
512	745	708
513	747	706
514	747	704
515	749	703
516	751	701
517	752	700
518	753	698
519	755	697
520	756	695
521	758	694
522	759	692
523	761	691
524	762	690
525	764	688
526	765	687
527	767	686
528	769	684
529	770	683
530	772	682
531	774	680
532	775	679
533	777	678
534	778	676
535	780	675
536	781	673
537	783	672
538	784	670
539	785	669
540	787	668
541	789	667
542	791	666
543	793	665
544	795	663
545	797	662
546	798	661
547	799	659
548	801	658
549	803	657
550	804	655
551	806	654
552	807	652
553	808	651
554	810	649
555	811	648
556	813	646
557	814	645
558	816	644
559	817	642
560	819	641
561	820	639
562	822	638
563	823	636
564	825	635
565	827	634
566	828	632
567	830	631
568	831	630
569	833	628
570	834	627
571	837	626
572	838	625
573	841	624
574	842	622
575	844	621
576	845	620
577	847	618
578	849	617
579	850	615
580	852	614
581	853	612
582	854	611
583	855	609
584	857	608
585	858	606
586	860	605
587	861	603
588	863	602
589	864	600
590	866	599
591	867	597
592	869	596
593	871	595
594	873	594
595	873	592
596	875	590
597	877	589
598	878	588
599	880	586
600	881	585
601	883	584
602	885	582
603	886	581
604	887	579
605	889	578
606	890	576
607	892	575
608	893	573
609	895	572
610	896	571
611	898	569
612	900	568
613	901	566
614	903	565
615	904	563
616	905	562
617	907	560
618	908	559
619	910	557
620	911	556
621	913	554
622	915	554
623	916	552
624	918	551
625	920	550
626	922	549
627	924	547
628	925	546
629	927	544
630	928	543
631	930	541
632	932	540
633	934	539
634	935	537
635	937	536
636	938	534
637	940	533
638	942	532
639	943	530
640	945	529
641	947	528
642	949	527
643	951	525
644	952	524
645	954	523
646	956	521
647	957	520
648	959	518
649	960	517
650	962	515
651	963	514
652	965	513
653	967	511
654	968	510
655	970	508
656	972	507
657	974	506
658	975	504
659	977	503
660	979	502
661	980	500
662	981	499
663	983	497
664	985	496
665	986	494
666	988	493
667	989	491
668	991	490
669	993	489
670	995	488
671	997	487
672	999	485
673	1001	484
674	1002	482
675	1004	481
676	1005	479
677	1007	478
678	1009	477
679	1010	475
680	1012	474
681	1013	472
682	1014	471
683	1016	469
684	1018	468
685	1019	466
686	1021	465
687	1022	463
688	1024	462
689	1025	460
690	1027	459
691	1029	458
692	1030	456
693	1032	455
694	1034	453
695	1036	452
696	1037	451
697	1039	449
698	1041	448
699	1043	447
700	1044	445
701	1046	444
702	1048	442
703	1050	441
704	1051	439
705	1052	438
706	1053	436
707	1054	435
708	1055	433
709	1057	431
710	1058	430
711	1059	428
712	1060	426
713	1061	425
714	1062	423
715	1064	422
716	1065	420
717	1066	419
718	1068	417
719	1069	415
720	1070	414
721	1072	412
722	1073	411
723	1074	409
724	1076	408
725	1077	406
726	1078	405
727	1080	403
728	1081	402
729	1082	400
730	1084	398
731	1085	397
732	1086	395
733	1087	394
734	1089	392
735	1090	391
736	1092	389
737	1093	388
738	1095	386
739	1096	385
740	1097	383
741	1099	382
742	1100	380
743	1101	379
744	1102	377
745	1104	376
746	1105	374
747	1106	372
748	1108	371
749	1109	369
750	1110	368
751	1112	366
752	1112	365
753	1113	363
754	1114	361
755	1115	360
756	1117	358
757	1118	357
758	1119	355
759	1120	353
760	1121	352
761	1123	350
762	1125	349
763	1126	348
764	1128	346
765	1129	345
766	1130	343
767	1132	341
768	1133	340
769	1134	338
770	1135	337
771	1137	335
772	1138	334
773	1140	332
774	1142	331
775	1143	330
776	1145	328
777	1146	327
778	1148	325
779	1149	324
780	1151	322
781	1152	321
782	1153	319
783	1154	317
784	1155	316
785	1156	315
786	1158	313
787	1159	312
788	1161	310
789	1162	309
790	1163	307
791	1165	306
792	1166	304
793	1167	303
794	1169	301
795	1170	299
796	1171	298
797	1173	296
798	1174	295
799	1175	293
800	1176	292
801	1178	291
802	1180	289
803	1183	288
804	1185	287
805	1186	285
806	1188	284
807	1189	282
808	1190	281
809	1192	279
810	1193	278
811	1194	276
812	1195	275
813	1197	273
814	1198	272
815	1199	270
816	1201	269
817	1202	267
818	1203	266
819	1205	264
820	1205	262
821	1207	261
822	1208	259
823	1209	258
824	1211	256
825	1212	255
826	1213	253
827	1215	252
828	1216	250
829	1217	249
830	1220	248
831	1222	246
832	1224	245
833	1226	244
834	1228	242
835	1229	241
836	1230	239
837	1232	238
838	1233	236
839	1234	235
840	1236	233
841	1237	232
842	1238	230
843	1240	229
844	1241	227
845	1242	226
846	1244	224
847	1245	223
848	1246	221
849	1248	220
850	1249	218
851	1250	217
852	1252	215
853	1253	214
854	1254	212
855	1255	211
856	1257	209
857	1258	208
858	1259	206
859	1261	205
860	1262	203
861	1263	202
862	1265	200
863	1266	199
864	1267	197
865	1269	196
866	1270	194
867	1272	193
868	1273	191
869	1274	190
870	1275	188
871	1276	187
872	1278	185
873	1279	184
874	1281	183
875	1282	181
876	1283	180
877	1285	178
878	1286	177
879	1287	175
880	1289	174
881	1290	172
882	1291	171
883	1293	169
884	1294	168
885	1295	166
886	1297	165
887	1298	163
888	1299	162
889	1300	160
890	1302	159
891	1303	157
892	1304	156
893	1305	154
894	1306	153
895	1308	151
896	1309	150
897	1310	148
898	1311	147
899	1312	145
900	1314	144
901	1315	142
902	1316	141
903	1317	139
904	1318	138
905	1319	136
906	1320	135
907	1322	133
908	1323	132
909	1324	130
910	1325	129
911	1327	128
912	1328	126
913	1329	125
914	1330	123
915	1331	122
916	1333	120
917	1334	119
918	1335	117
919	1337	116
920	1338	114
921	1339	113
922	1340	111
923	1342	110
924	1343	108
925	1344	107
926	1345	105
927	1346	104
928	1348	103
929	1349	101
930	1350	100
931	1352	98
932	1353	97
933	1354	95
934	1356	94
935	1357	92
936	1358	91
937	1359	89
938	1361	88
939	1362	86
940	1363	85
941	1365	84
942	1366	82
943	1367	81
944	1369	79
945	1370	78
946	1372	76
947	1373	75
948	1374	73
949	1376	72
950	1378	71
951	1380	69
952	1382	68
953	1383	66
954	1384	65
955	1386	63
956	1388	62
957	1389	60
958	1390	59
959	1392	58
960	1393	56
961	1394	55
962	1396	53
963	1397	52
964	1398	50
965	1400	49
966	1401	47
967	1402	46
968	1402	44
969	1404	43
970	1405	41
971	1406	40
972	1407	39
973	1409	37
974	1410	36
975	1411	34
976	1413	33
977	1414	31
978	1415	30
979	1416	28
980	1417	27
981	1419	26
982	1420	24
983	1421	23
984	1422	21
985	1424	20
986	1425	18
987	1426	17
988	1428	15
989	1429	14
990	1431	12
991	1432	11
992	1433	10
993	1434	8
994	1435	7
995	1437	5
996	1438	4
997	1440	2
998	1441	1
999	1442	0
