iter	Logloss
176	0.193680821
177	0.1924941053
178	0.191132412
179	0.1899074428
180	0.1889166326
181	0.1877501795
182	0.1867255299
183	0.1854299638
184	0.1839502852
185	0.1829864472
186	0.1820601701
187	0.1809266702
188	0.1798753852
189	0.1787011195
190	0.1773957477
191	0.1763669812
192	0.1754365892
193	0.1743361652
194	0.1733858452
195	0.1725999419
196	0.1715374236
197	0.1704154782
198	0.169445886
199	0.1684837534
200	0.1677150558
201	0.1667549661
202	0.1658149149
203	0.1648248806
204	0.1637916743
205	0.1628853594
206	0.1618756114
207	0.1610572974
208	0.1598365068
209	0.1588362173
210	0.1578052044
211	0.1570457372
212	0.1562553377
213	0.1553970946
214	0.15456968
215	0.1535293676
216	0.1527728638
217	0.1518481639
218	0.151000358
219	0.1501032809
220	0.1493092209
221	0.1485467398
222	0.1477590503
223	0.1468962834
224	0.1460291173
225	0.144998113
226	0.1443274498
227	0.1435507089
228	0.1423255408
229	0.1411136325
230	0.1404132866
231	0.1396965286
232	0.139011004
233	0.1383329609
234	0.1376352544
235	0.1366170736
236	0.13588508
237	0.1351574497
238	0.1344818192
239	0.1337911683
240	0.1330720762
241	0.1324340578
242	0.1317018381
243	0.1310119616
244	0.1303927327
245	0.1297187329
246	0.1289835322
247	0.12834963
248	0.1276625143
249	0.1270240778
250	0.1264214194
251	0.1258852897
252	0.1253884584
253	0.1247238266
254	0.1241259368
255	0.123404159
256	0.1227735
257	0.122107106
258	0.1216442318
259	0.1209194009
260	0.120362519
261	0.1197216859
262	0.1191635464
263	0.118578019
264	0.1179836878
265	0.117478481
266	0.1168228777
267	0.11628967
268	0.1156353961
269	0.115091471
270	0.1145073252
271	0.1138940686
272	0.1132915697
273	0.1123864336
274	0.111873921
275	0.111287488
276	0.1107312093
277	0.110180932
278	0.1096431803
279	0.1090934844
280	0.1085558998
281	0.1081887793
282	0.1076163292
283	0.1070923415
284	0.1065873112
285	0.1061508576
286	0.1056631131
287	0.1052391955
288	0.1045902086
289	0.1038698797
290	0.1034063886
291	0.1028421162
292	0.1024061721
293	0.1019290635
294	0.101249142
295	0.1007330228
296	0.1002328931
297	0.09980490434
298	0.09932936571
299	0.09883737818
300	0.09842389823
301	0.09779623945
302	0.09737178092
303	0.09692288027
304	0.09642292003
305	0.09600197549
306	0.0955289678
307	0.09510580934
308	0.09462587114
309	0.09420021817
310	0.0937838957
311	0.09336120597
312	0.09288456106
313	0.09239831361
314	0.09195335922
315	0.09155283688
316	0.09114155219
317	0.09074350376
318	0.09033069517
319	0.08995648488
320	0.08960879877
321	0.08923537496
322	0.08877914243
323	0.08845243179
324	0.0880530367
325	0.0875503773
326	0.08714725793
327	0.08683183109
328	0.08651511176
329	0.08613129701
330	0.08579056749
331	0.08527466872
332	0.08493537106
333	0.08460461043
334	0.0842720784
335	0.08385072023
336	0.08346779023
337	0.0831447081
338	0.08274954208
339	0.08236432111
340	0.08205220216
341	0.08163482614
342	0.08124506754
343	0.08084319945
344	0.08048935576
345	0.08014873748
346	0.07985162121
347	0.07955277456
348	0.07920523043
349	0.07888764606
350	0.07859380397
351	0.07828254512
352	0.07792306716
353	0.07759324629
354	0.07731479945
355	0.07682385447
356	0.07646114147
357	0.07622110578
358	0.07593504532
359	0.07564621841
360	0.07536011023
361	0.07506689847
362	0.07478217953
363	0.07451126924
364	0.07404734412
365	0.07374296267
366	0.07347992658
367	0.07321549558
368	0.07292279308
369	0.07262972541
370	0.07233582416
371	0.07200872619
372	0.07170945479
373	0.07143007198
374	0.07109994239
375	0.07080387015
376	0.07048662897
377	0.07020615021
378	0.06997203642
379	0.06973295458
380	0.06948343679
381	0.06919850433
382	0.0688981244
383	0.06864192763
384	0.06837115007
385	0.06814836839
386	0.06790114963
387	0.06766127163
388	0.06740903898
389	0.06718431956
390	0.06692470821
391	0.06665583129
392	0.06643272959
393	0.06618647757
394	0.06594629795
395	0.06567222995
396	0.06542723216
397	0.06506519161
398	0.06478197243
399	0.0645677303
400	0.06425889189
401	0.06396726471
402	0.06358329306
403	0.06326323777
404	0.06306734554
405	0.06277821904
406	0.06255950377
407	0.06233215893
408	0.06209400874
409	0.0618932552
410	0.06164997602
411	0.06142999813
412	0.06120148527
413	0.0608482806
414	0.0606302298
415	0.06040460483
416	0.06020317559
417	0.06000879492
418	0.05981643903
419	0.05958386402
420	0.0593977229
421	0.05918185631
422	0.05899275444
423	0.05879715374
424	0.05856486485
425	0.05833297304
426	0.05814764253
427	0.05785497329
428	0.05765612553
429	0.0574454351
430	0.0572724432
431	0.05706792015
432	0.05687420409
433	0.05668938201
434	0.05647587092
435	0.05631788597
436	0.05614905524
437	0.05596336087
438	0.0557409167
439	0.05553865656
440	0.05535397448
441	0.05516670925
442	0.05497271713
443	0.05478242405
444	0.05456213153
445	0.05426224675
446	0.05408592547
447	0.0539207986
448	0.05375438133
449	0.0535695051
450	0.05336084994
451	0.05303274484
452	0.05285675504
453	0.05267259828
454	0.05251002535
455	0.05234407963
456	0.05217777154
457	0.051913133
458	0.05174528751
459	0.05156150512
460	0.05137476359
461	0.05123126453
462	0.05105040814
463	0.0508978856
464	0.05074294092
465	0.05050554113
466	0.0502750887
467	0.05011391906
468	0.04996303709
469	0.04980967889
470	0.04962332882
471	0.04948323844
472	0.04933281754
473	0.0491627775
474	0.04900919766
475	0.04883812428
476	0.04864802752
477	0.04847572606
478	0.04832741026
479	0.04815146823
480	0.04798184362
481	0.04784528204
482	0.04770702076
483	0.04755949128
484	0.04744478039
485	0.04730756525
486	0.04714500996
487	0.04700395659
488	0.04689130245
489	0.0466515596
490	0.04646673871
491	0.04631707622
492	0.04614713882
493	0.04600809712
494	0.04576919713
495	0.04562558388
496	0.04544308518
497	0.04524041075
498	0.04509121072
499	0.04496329864
500	0.04482874958
501	0.04468555534
502	0.04455261638
503	0.04442185296
504	0.04429423471
505	0.04417095457
506	0.04405021592
507	0.04393702814
508	0.04381214303
509	0.04368378388
510	0.04355371197
511	0.04339922171
512	0.04327008683
513	0.04313109881
514	0.04301418489
515	0.04289375277
516	0.0427602627
517	0.04262535744
518	0.04251000824
519	0.0423495339
520	0.04211286549
521	0.04197321683
522	0.04183919796
523	0.04170301239
524	0.0415686457
525	0.04136495311
526	0.04123247183
527	0.0411133118
528	0.0409630511
529	0.0408366263
530	0.04071814718
531	0.0405770746
532	0.04047930878
533	0.04036995507
534	0.04025809308
535	0.04016224266
536	0.04002396883
537	0.03992231612
538	0.03979047054
539	0.03967844878
540	0.03957918726
541	0.03946442479
542	0.03936387284
543	0.03923868425
544	0.03909432713
545	0.03900698931
546	0.03891579462
547	0.03881458555
548	0.03869003987
549	0.03860228622
550	0.03848640336
551	0.03835813835
552	0.03826225655
553	0.03814748521
554	0.03803625064
555	0.0379321497
556	0.03780929221
557	0.03770883736
558	0.03761160723
559	0.03750607232
560	0.03741143238
561	0.03729773685
562	0.03718759959
563	0.03709153269
564	0.0369488619
565	0.03680248623
566	0.03670699874
567	0.03658109513
568	0.03648482341
569	0.03639103264
570	0.03629806812
571	0.03621090111
572	0.036107918
573	0.03603058385
574	0.03593772616
575	0.03585618412
576	0.03577240465
577	0.03569990118
578	0.03560060842
579	0.03551496698
580	0.03541804713
581	0.03532887405
582	0.03523615556
583	0.03514159065
584	0.03505513282
585	0.03497432148
586	0.03489858208
587	0.03480268863
588	0.0347090295
589	0.03463260187
590	0.03454019991
591	0.03443318443
592	0.03433949951
593	0.03426391236
594	0.03417325879
595	0.03409036881
596	0.03402034244
597	0.03391493932
598	0.0338223669
599	0.03373459397
600	0.03364712803
601	0.03355251298
602	0.033460365
603	0.03329208203
604	0.03322292132
605	0.0331038101
606	0.03301563884
607	0.03291868903
608	0.03282907057
609	0.03274393644
610	0.03264317004
611	0.03257817408
612	0.03250578164
613	0.03243850278
614	0.03237499905
615	0.03229122165
616	0.03221359473
617	0.0321426321
618	0.03206417902
619	0.03199718091
620	0.03189481233
621	0.03176502763
622	0.0316886746
623	0.0315498376
624	0.03147222501
625	0.03140461028
626	0.03130245043
627	0.03121428937
628	0.03112893619
629	0.03106874771
630	0.03098926663
631	0.03086591238
632	0.03078614173
633	0.03071516463
634	0.03064877406
635	0.03058525673
636	0.03051710457
637	0.03044355525
638	0.03036097648
639	0.030295817
640	0.03023478787
641	0.03016775142
642	0.03010426895
643	0.03002459143
644	0.02993983639
645	0.02987247304
646	0.02979823403
647	0.02972269105
648	0.02964375178
649	0.02958139217
650	0.02951899969
651	0.02940539455
652	0.029334933
653	0.02926137941
654	0.02920641734
655	0.0291407067
656	0.02906563634
657	0.02900725533
658	0.028950648
659	0.02888112305
660	0.02881522604
661	0.02875092863
662	0.02868261327
663	0.02860676028
664	0.02853654103
665	0.02846339741
666	0.02835077366
667	0.02828870435
668	0.0282384963
669	0.02813993865
670	0.02807575853
671	0.02801159216
672	0.02795826009
673	0.02783813912
674	0.0277645987
675	0.02771226486
676	0.02765461562
677	0.02757515129
678	0.02750526062
679	0.02742656798
680	0.02735034892
681	0.02730452354
682	0.02725379626
683	0.02718366875
684	0.02712962182
685	0.02707607987
686	0.02700614704
687	0.02695194647
688	0.02689250234
689	0.02684320802
690	0.02677210413
691	0.0267036166
692	0.02662817854
693	0.02656021024
694	0.02650902438
695	0.0264443071
696	0.02637052899
697	0.02631880975
698	0.02626466044
699	0.02620771327
700	0.02614709959
701	0.02609222909
702	0.02604197933
703	0.02598460538
704	0.02593436049
705	0.02587446671
706	0.02581315309
707	0.02575340625
708	0.02568709052
709	0.02559130157
710	0.0255438338
711	0.0254870627
712	0.02543005644
713	0.02536555412
714	0.02531069775
715	0.02522342985
716	0.02514758241
717	0.02509550408
718	0.02503661835
719	0.02498172378
720	0.02493492205
721	0.02487417143
722	0.02481398782
723	0.02475979327
724	0.02471312857
725	0.02464023428
726	0.02458383543
727	0.02453197458
728	0.02447668307
729	0.02439403042
730	0.02432555103
731	0.02427123382
732	0.02422579945
733	0.02418067314
734	0.02412741758
735	0.02407460519
736	0.02402294651
737	0.0239768026
738	0.02393067938
739	0.02387808968
740	0.02382844118
741	0.0237788071
742	0.02373879441
743	0.02369416446
744	0.02364306104
745	0.02359366245
746	0.02354031668
747	0.02349393244
748	0.0234167252
749	0.02336034535
750	0.02330448865
751	0.0232578453
752	0.02320723237
753	0.02316306111
754	0.02306594045
755	0.0230197077
756	0.02297986663
757	0.02293243973
758	0.02287315879
759	0.02282834366
760	0.02278616368
761	0.02274509585
762	0.02270421479
763	0.02264041715
764	0.02260033216
765	0.02255505649
766	0.02251603685
767	0.02246647367
768	0.02241470203
769	0.02236463122
770	0.02233099528
771	0.02226518301
772	0.0222330287
773	0.02219478906
774	0.0221558343
775	0.02211464605
776	0.02206821565
777	0.02202428194
778	0.02196382611
779	0.0219119152
780	0.02186599215
781	0.02182976989
782	0.0217930359
783	0.02175969931
784	0.02172007713
785	0.02168793467
786	0.02164945952
787	0.02161946009
788	0.02158054422
789	0.02152862724
790	0.02148079367
791	0.02141921098
792	0.02137412312
793	0.02133468542
794	0.02129366912
795	0.02125660222
796	0.02121753375
797	0.02118352663
798	0.0211431078
799	0.02110073072
800	0.02105033323
801	0.02100845849
802	0.02097495467
803	0.02093694154
804	0.0209032357
805	0.0208623908
806	0.02082520546
807	0.02078260614
808	0.02073893926
809	0.02070630734
810	0.02066871973
811	0.02063115808
812	0.02059299226
813	0.02053473067
814	0.02050460898
815	0.02047140528
816	0.02044114708
817	0.0204063321
818	0.02037057437
819	0.02034179726
820	0.02031165252
821	0.02027328119
822	0.02023789006
823	0.02019396609
824	0.02015285156
825	0.02010642074
826	0.02007528971
827	0.02004281627
828	0.01999957014
829	0.01995822263
830	0.01991722839
831	0.01987896596
832	0.01984421539
833	0.01980905611
834	0.01977070748
835	0.01972904671
836	0.01969234579
837	0.01966379227
838	0.01962324038
839	0.01958480283
840	0.01955760979
841	0.01952438035
842	0.01949748544
843	0.01946295972
844	0.01942850308
845	0.0194000574
846	0.01936941825
847	0.01933408792
848	0.01929574457
849	0.0192666739
850	0.01920373489
851	0.01917109612
852	0.01912226938
853	0.01908649083
854	0.01904249158
855	0.01901295582
856	0.01897511262
857	0.01894484377
858	0.01890749456
859	0.01887665942
860	0.01884475931
861	0.01880912132
862	0.01878102178
863	0.01875533041
864	0.01871953634
865	0.01868549684
866	0.01865134086
867	0.01861616244
868	0.01858939162
869	0.01856146362
870	0.01853401154
871	0.01849763212
872	0.01846674101
873	0.01843807717
874	0.01841193831
875	0.01837912527
876	0.01834910323
877	0.01831740953
878	0.01829213691
879	0.01822808313
880	0.01819672524
881	0.01816455902
882	0.01813563108
883	0.01810850245
884	0.01807351539
885	0.0180328777
886	0.01800759872
887	0.01797448778
888	0.01794708584
889	0.01791800879
890	0.0178815246
891	0.0178550311
892	0.01783124242
893	0.01780038047
894	0.01777532924
895	0.01774879675
896	0.01771714443
897	0.01769272711
898	0.01765943295
899	0.01763253446
900	0.01760510769
901	0.01757243824
902	0.01754462554
903	0.01751599305
904	0.01749230838
905	0.01746774866
906	0.01744499785
907	0.01741814213
908	0.01739165049
909	0.01736067594
910	0.01733648049
911	0.01731098936
912	0.01728410645
913	0.01726120811
914	0.0172389064
915	0.01721115092
916	0.01718940507
917	0.01716773343
918	0.01714287662
919	0.01711358999
920	0.01708643892
921	0.01706083469
922	0.01703839638
923	0.01701132754
924	0.01698580668
925	0.01695362679
926	0.01693096547
927	0.01689777516
928	0.01687265905
929	0.01684576249
930	0.01678858677
931	0.01676165305
932	0.01673185141
933	0.0167048141
934	0.01667743704
935	0.01663820264
936	0.01660457105
937	0.01657601386
938	0.01655451206
939	0.01652465927
940	0.01649543993
941	0.01647254054
942	0.01644677025
943	0.01642135631
944	0.01638867279
945	0.01634930409
946	0.01632550604
947	0.01629520641
948	0.01627148393
949	0.01624343555
950	0.01621234836
951	0.01618241328
952	0.01615965161
953	0.01612841515
954	0.01609084024
955	0.0160682513
956	0.01604897476
957	0.01602452332
958	0.01600409994
959	0.01597361024
960	0.01593889143
961	0.01591626122
962	0.01589073314
963	0.01586428517
964	0.01583953066
965	0.01581292187
966	0.01578370567
967	0.01575815766
968	0.01573730552
969	0.01571423368
970	0.01568871629
971	0.0156657317
972	0.01564259604
973	0.01561537543
974	0.01559290526
975	0.01557330223
976	0.01555638541
977	0.01553549165
978	0.01549922423
979	0.01547537783
980	0.01545516638
981	0.01543064538
982	0.01540960891
983	0.01537839588
984	0.0153269494
985	0.01530052193
986	0.01528016885
987	0.01525706146
988	0.0152247575
989	0.01517412103
990	0.0151525379
991	0.01512837057
992	0.01510715395
993	0.01507958403
994	0.01505498705
995	0.01503381056
996	0.01501203434
997	0.01498797676
998	0.01496736927
999	0.01494910769
